"Name","Type","Detection.Method","Mass","Radius","Flux","Tsurf","Period","Distance","Age","ESI","Habitable"
"Kepler-729 b","G Hot Neptunian","Transit",12.5,3.58,977,971.489553461696,3.17,6265,4.27,0.19,"No"
"K2-105 b","K Hot Neptunian","Transit",30,3.59,93.3,971.489553461696,8.27,645,0.6,0.2,"No"
"Kepler-278 c","K Hot Neptunian","Transit",12.6,3.59,56.1,971.489553461696,51.1,1444,7.76,0.21,"No"
"K2-196 b","F Hot Neptunian","Transit",12.6,3.6,59.2,971.489553461696,48.3,1907,4.37450250455373,0.21,"No"
"Kepler-148 c","K Hot Neptunian","Transit",12.6,3.6,165,971.489553461696,4.18,2580,11.2,0.2,"No"
"Kepler-119 b","G Hot Neptunian","Transit",12.6,3.6,749,971.489553461696,2.42,2289,3.63,0.19,"No"
"Kepler-1143 c","K Warm Neptunian","Transit",12.6,3.6,0.57,971.489553461696,210,1810,4.79,0.56,"Yes"
"Kepler-28 b","M Hot Neptunian","Transit",479,3.6,46.8,971.489553461696,5.91,1429,2.24,0.21,"No"
"Kepler-305 b","K Hot Neptunian","Transit",10.5,3.6,115,971.489553461696,5.49,2832,4.37,0.2,"No"
"Kepler-1780 b","G Hot Neptunian","Transit",12.7,3.61,3.32,971.489553461696,109,2578,0.6,0.45,"Yes"
"BD-08 2823 b","K Hot Neptunian","Radial Velocity",12.7,3.61,66.5,971.489553461696,5.6,134,4.5,0.21,"No"
"Kepler-10 d","G Hot Neptunian","Radial Velocity",12.7,3.61,4.04,971.489553461696,151,605,10.6,0.41,"Yes"
"Kepler-869 b","G Hot Neptunian","Transit",12.7,3.61,15.4,971.489553461696,40.4,3064,4.79,0.26,"No"
"Kepler-559 b","G Hot Neptunian","Transit",12.7,3.61,46.4,971.489553461696,17.6,2533,4.37,0.21,"No"
"HIP 35173 b","K Hot Neptunian","Radial Velocity",12.7,3.61,6.59,971.489553461696,41.5,108,4.37450250455373,0.34,"Yes"
"Kepler-258 c","K Hot Neptunian","Transit",12.7,3.61,7.14,971.489553461696,33.7,1878,13.7,0.33,"Yes"
"HD 96700 d","G Hot Neptunian","Radial Velocity",12.7,3.61,7.97,971.489553461696,103,82.9,8.6,0.32,"Yes"
"Kepler-279 b","F Hot Neptunian","Transit",12.8,3.62,263,971.489553461696,12.3,3383,0.22,0.19,"No"
"Kepler-210 c","M Hot Neptunian","Transit",12.8,3.62,32.4,971.489553461696,7.97,759,1.78,0.22,"No"
"HD 51608 b","G Hot Neptunian","Radial Velocity",12.8,3.62,51,971.489553461696,14.1,114,4.37450250455373,0.21,"No"
"Kepler-1068 b","G Hot Neptunian","Transit",12.8,3.63,55.1,971.489553461696,16.9,4806,4.17,0.21,"No"
"Kepler-1733 b","F Hot Neptunian","Transit",12.8,3.64,309,971.489553461696,9.23,6785,0.2,0.19,"No"
"Kepler-565 b","G Hot Neptunian","Transit",12.9,3.64,351,971.489553461696,4.24,3395,4.07,0.19,"No"
"Kepler-1635 b","G Warm Neptunian","Transit",12.9,3.64,0.42,971.489553461696,469,3488,4.9,0.51,"Yes"
"HIP 107772 b","M Warm Neptunian","Radial Velocity",12.9,3.64,1.18,971.489553461696,55.2,77.1,4.37450250455373,0.59,"Yes"
"Kepler-150 f","G Warm Neptunian","Transit",12.9,3.64,0.45,971.489553461696,637,2906,4.57,0.52,"Yes"
"Kepler-608 b","G Hot Neptunian","Transit",12.9,3.64,234,971.489553461696,6.41,3087,3.8,0.19,"No"
"K2-194 b","G Hot Neptunian","Transit",12.9,3.64,41.5,971.489553461696,39.7,2053,4.37450250455373,0.22,"No"
"Kepler-1775 b","G Hot Neptunian","Transit",12.9,3.65,11.1,971.489553461696,85.7,2142,0.4,0.29,"Yes"
"Kepler-967 c","K Warm Neptunian","Transit",12.9,3.65,0.49,971.489553461696,198,1854,5.89,0.53,"Yes"
"Kepler-1128 b","G Hot Neptunian","Transit",12.9,3.65,6.98,971.489553461696,61.6,3533,4.57,0.33,"Yes"
"TOI-1231 b","M Hot Neptunian","Transit",15.4,3.65,1.97,971.489553461696,24.2,90.1,4.37450250455373,0.54,"Yes"
"GJ 27.1 b","M Hot Neptunian","Radial Velocity",13,3.66,2.56,971.489553461696,15.8,77,4.37450250455373,0.49,"Yes"
"K2-388 b","G Hot Neptunian","Transit",13,3.66,153,971.489553461696,6.34,947,4.37450250455373,0.19,"No"
"Gl 378 b","M Hot Neptunian","Radial Velocity",13,3.66,38.8,971.489553461696,3.82,48.8,4.37450250455373,0.22,"No"
"HD 211970 b","K Hot Neptunian","Radial Velocity",13,3.66,4.26,971.489553461696,25.2,42.8,4.37450250455373,0.4,"Yes"
"HD 164922 c","G Hot Neptunian","Radial Velocity",13,3.66,6.15,971.489553461696,75.7,71.8,9.58,0.35,"Yes"
"TOI-3082 b","K Hot Neptunian","Transit",13,3.66,197,971.489553461696,1.93,368,4.37450250455373,0.19,"No"
"EPIC 249893012 c","G Hot Neptunian","Transit",14.7,3.67,134,971.489553461696,15.6,1047,9,0.19,"No"
"Kepler-36 c","G Hot Neptunian","Transit",7.13,3.68,196,971.489553461696,16.2,1721,4.79,0.19,"No"
"Kepler-582 b","G Hot Neptunian","Transit",13.1,3.68,24.5,971.489553461696,18.5,1999,4.47,0.23,"No"
"Kepler-698 b","G Hot Neptunian","Transit",13.1,3.68,155,971.489553461696,16.3,6508,4.27,0.19,"No"
"HD 10180 c","G Hot Neptunian","Radial Velocity",13.1,3.68,363,971.489553461696,5.76,127,4.3,0.19,"No"
"Kepler-318 c","G Hot Neptunian","Transit",13.1,3.68,91.5,971.489553461696,11.8,1595,1.62,0.2,"No"
"Kepler-1016 c","G Hot Neptunian","Transit",13.1,3.68,6.91,971.489553461696,105,4575,3.89,0.33,"Yes"
"Kepler-19 c","G Hot Neptunian","Transit Timing Variations",13.1,3.68,21.5,971.489553461696,28.7,712,1.9,0.24,"No"
"Kepler-150 c","G Hot Neptunian","Transit",13.2,3.69,129,971.489553461696,7.38,2906,4.57,0.19,"No"
"LHS 3154 b","M Hot Neptunian","Radial Velocity",13.2,3.69,3.73,971.489553461696,3.72,51.4,5,0.42,"Yes"
"Kepler-222 d","G Hot Neptunian","Transit",13.2,3.69,14.2,971.489553461696,28.1,2475,0.7,0.26,"No"
"Kepler-1627 b","G Hot Neptunian","Transit",13.2,3.69,120,971.489553461696,7.2,1035,4.68,0.19,"No"
"GJ 480 b","M Hot Neptunian","Radial Velocity",13.2,3.69,5.31,971.489553461696,9.57,46.4,4.37450250455373,0.37,"Yes"
"CoRoT-24 b","K Hot Neptunian","Transit",5.7,3.7,79.9,971.489553461696,5.11,1929,11,0.2,"No"
"Kepler-234 b","F Hot Neptunian","Transit",13.2,3.7,1086,971.489553461696,2.71,5652,3.47,0.19,"No"
"Kepler-595 b","K Hot Neptunian","Transit",17.4,3.71,17.9,971.489553461696,25.3,2097,2.7,0.25,"No"
"HD 56414 b","A Hot Neptunian","Transit",13.3,3.71,374,971.489553461696,29,887,0.42,0.19,"No"
"Kepler-146 b","G Hot Neptunian","Transit",13.3,3.71,35.2,971.489553461696,31.2,2337,2.7,0.22,"No"
"LSPM J2116+0234 b","M Hot Neptunian","Radial Velocity",13.3,3.71,2.65,971.489553461696,14.4,57.5,2,0.48,"Yes"
"pi Men d","G Hot Neptunian","Radial Velocity",13.4,3.72,6.44,971.489553461696,124,59.6,3.92,0.34,"Yes"
"Kepler-937 b","F Hot Neptunian","Transit",13.4,3.72,18.5,971.489553461696,67.7,5125,3.24,0.25,"No"
"K2-357 b","G Hot Neptunian","Transit",13.4,3.72,40.9,971.489553461696,16.3,1688,4.37450250455373,0.21,"No"
"Kepler-79 c","F Hot Neptunian","Transit",5.9,3.72,62.9,971.489553461696,27.4,3329,3.44,0.2,"No"
"Kepler-1065 b","G Hot Neptunian","Transit",13.4,3.73,369,971.489553461696,3.61,3661,4.47,0.19,"No"
"Kepler-627 b","F Hot Neptunian","Transit",13.4,3.73,44.8,971.489553461696,40.7,3210,2.24,0.21,"No"
"HD 191939 g","G Warm Neptunian","Radial Velocity",13.5,3.74,0.99,971.489553461696,284,174,8.7,0.59,"Yes"
"Kepler-871 b","G Hot Neptunian","Transit",13.5,3.74,82.4,971.489553461696,22,6445,3.47,0.2,"No"
"Kepler-715 b","G Hot Neptunian","Transit",13.5,3.75,167,971.489553461696,10,4329,3.98,0.19,"No"
"Kepler-873 b","F Hot Neptunian","Transit",13.5,3.75,57.3,971.489553461696,20.6,3855,2.95,0.2,"No"
"Kepler-160 c","G Hot Neptunian","Transit",13.6,3.76,71,971.489553461696,13.7,3056,1.6,0.2,"No"
"TOI-620 b","M Hot Neptunian","Transit",13.6,3.76,22.7,971.489553461696,5.1,107,7.2,0.23,"No"
"HD 95735 c","M Cold Neptunian","Radial Velocity",13.6,3.76,0.0023,971.489553461696,2946,18.5,8.05,0.19,"No"
"Kepler-1744 b","G Hot Neptunian","Transit",13.6,3.77,18.2,971.489553461696,37.1,3560,4.37450250455373,0.25,"No"
"GJ 720 A b","M Hot Neptunian","Radial Velocity",13.6,3.77,4.32,971.489553461696,19.5,50.7,4.37450250455373,0.4,"Yes"
"HD 141004 b","G Hot Neptunian","Radial Velocity",13.6,3.77,146,971.489553461696,15.5,38.5,6.32,0.19,"No"
"Kepler-315 b","G Hot Neptunian","Transit",13.7,3.77,6.25,971.489553461696,96.1,3785,4.9,0.34,"Yes"
"K2-276 b","K Hot Neptunian","Transit",13.7,3.77,23.6,971.489553461696,18.7,1592,4.37450250455373,0.23,"No"
"TOI-1246 e","K Hot Neptunian","Transit",14.8,3.78,10.9,971.489553461696,37.9,552,4.37450250455373,0.28,"No"
"Kepler-1793 b","K Hot Neptunian","Transit",13.8,3.79,94.2,971.489553461696,8.78,3880,3.6,0.19,"No"
"Kepler-803 b","G Hot Neptunian","Transit",13.8,3.79,24.3,971.489553461696,50.3,2086,4.9,0.23,"No"
"Kepler-920 c","G Hot Neptunian","Transit",13.8,3.8,4.04,971.489553461696,100,3267,4.37,0.41,"Yes"
"OGLE-2018-BLG-0596L b","Neptunian","Microlensing",13.9,3.81,842.853577881192,971.489553461696,79940.7559943925,18427,4.37450250455373,0.257026875699888,"No"
"K2-55 b","K Hot Neptunian","Transit",14,3.82,135,971.489553461696,2.85,520,4.37450250455373,0.19,"No"
"Kepler-1462 b","G Hot Neptunian","Transit",14,3.82,5.07,971.489553461696,65.6,3319,4.07,0.37,"Yes"
"Kepler-232 c","G Hot Neptunian","Transit",14,3.83,110,971.489553461696,11.4,4400,1.4,0.19,"No"
"Kepler-293 c","G Hot Neptunian","Transit",14,3.83,7.15,971.489553461696,54.2,3178,0.5,0.32,"Yes"
"HD 20781 e","K Hot Neptunian","Radial Velocity",14,3.83,4.31,971.489553461696,85.5,117,4.37450250455373,0.4,"Yes"
"OGLE-2005-BLG-169L b","K Neptunian","Microlensing",14.1,3.84,842.853577881192,971.489553461696,79940.7559943925,13372,4.37450250455373,0.257026875699888,"No"
"K2-10 b","F Hot Neptunian","Transit",27,3.84,44.4,971.489553461696,19.3,888,4.37450250455373,0.21,"No"
"Kepler-154 d","G Hot Neptunian","Transit",14.1,3.84,53.9,971.489553461696,20.5,2985,4.47,0.2,"No"
"Kepler-1811 b","G Hot Neptunian","Transit",14.1,3.85,11.9,971.489553461696,76.4,4535,0.4,0.27,"No"
"Kepler-229 d","K Hot Neptunian","Transit",14.2,3.85,5.99,971.489553461696,41.2,2694,1.1,0.35,"Yes"
"HD 31527 c","G Hot Neptunian","Radial Velocity",14.2,3.85,16.9,971.489553461696,51.2,125,4.37450250455373,0.25,"No"
"Kepler-913 c","F Hot Neptunian","Transit",14.2,3.86,106,971.489553461696,5.94,3234,5.62,0.19,"No"
"TOI-5126 c","F Hot Neptunian","Transit",14.2,3.86,96.1,971.489553461696,17.9,523,0.8,0.19,"No"
"Kepler-254 b","G Hot Neptunian","Transit",14.3,3.87,183,971.489553461696,5.83,4531,0.3,0.19,"No"
"Kepler-1661 b","K Warm Neptunian","Transit",17,3.87,0.77,971.489553461696,175,1339,2,0.57,"Yes"
"HD 51608 c","G Hot Neptunian","Radial Velocity",14.3,3.87,3.97,971.489553461696,95.9,114,4.37450250455373,0.41,"Yes"
"Kepler-1736 b","F Hot Neptunian","Transit",14.3,3.88,52.7,971.489553461696,37.8,4664,1.7,0.2,"No"
"TOI-1136 f","G Hot Neptunian","Transit",14.3,3.88,31.4,971.489553461696,26.3,275,0.7,0.22,"No"
"K2-100 b","G Hot Neptunian","Transit",21.8,3.88,1962,971.489553461696,1.67,616,0.75,0.18,"No"
"Kepler-368 c","G Hot Neptunian","Transit",14.3,3.88,28.1,971.489553461696,72.4,2514,10.5,0.22,"No"
"HD 42618 b","G Hot Neptunian","Radial Velocity",14.4,3.89,3.25,971.489553461696,149,79.4,3.72,0.44,"Yes"
"HD 95338 b","K Hot Neptunian","Radial Velocity",42.4,3.89,7.28,971.489553461696,55.1,120,5.08,0.32,"Yes"
"TOI-942 b","K Hot Neptunian","Transit",826,3.89,196,971.489553461696,4.32,497,0.053,0.18,"No"
"HD 20003 c","G Hot Neptunian","Radial Velocity",14.4,3.89,18.7,971.489553461696,33.9,136,4.37450250455373,0.24,"No"
"Kepler-266 c","G Hot Neptunian","Transit",14.4,3.89,4.92,971.489553461696,107,4470,4.79,0.37,"Yes"
"HIP 4845 b","K Hot Neptunian","Radial Velocity",14.4,3.89,3.08,971.489553461696,34.1,68.8,4.37450250455373,0.45,"Yes"
"Kepler-1729 b","M Hot Neptunian","Transit",14.4,3.89,124,971.489553461696,4.22,1879,1.2,0.19,"No"
"K2-63 c","F Hot Neptunian","Transit",14.5,3.9,46.4,971.489553461696,25.5,1687,4.37450250455373,0.2,"No"
"HIP 9618 b","G Hot Neptunian","Transit",10,3.9,41.7,971.489553461696,20.8,220,4.37450250455373,0.21,"No"
"Kepler-31 d","F Hot Neptunian","Transit",2161,3.9,12.5,971.489553461696,87.6,5429,0.28,0.27,"No"
"Kepler-1851 b","G Hot Neptunian","Transit",14.5,3.9,111,971.489553461696,12,5185,0.3,0.19,"No"
"Kepler-30 b","G Hot Neptunian","Transit",11.3,3.9,17.9,971.489553461696,29.3,2981,2,0.24,"No"
"Kepler-1819 b","F Hot Neptunian","Transit",14.5,3.9,68.2,971.489553461696,16.5,4446,0.4,0.2,"No"
"Kepler-1024 b","K Hot Neptunian","Transit",14.5,3.91,4.86,971.489553461696,66.4,3546,5.25,0.37,"Yes"
"Kepler-1810 b","G Hot Neptunian","Transit",14.6,3.92,4.06,971.489553461696,101,3293,4.5,0.4,"Yes"
"GJ 876 e","M Cold Neptunian","Radial Velocity",14.6,3.92,0.11,971.489553461696,124,15.2,1,0.3,"Yes"
"OGLE-2017-BLG-1691L b","Neptunian","Microlensing",14.6,3.92,842.853577881192,971.489553461696,79940.7559943925,23776,4.37450250455373,0.257026875699888,"No"
"Kepler-1442 b","F Hot Neptunian","Transit",14.7,3.93,27.4,971.489553461696,81.4,1985,1.7,0.22,"No"
"Kepler-247 d","K Hot Neptunian","Transit",14.7,3.94,19.3,971.489553461696,20.5,2164,0.8,0.24,"No"
"Kepler-874 b","F Hot Neptunian","Transit",14.7,3.94,27.5,971.489553461696,40.1,3529,3.31,0.22,"No"
"EPIC 249893012 d","G Hot Neptunian","Transit",10.2,3.94,47.4,971.489553461696,35.7,1047,9,0.2,"No"
"K2-193 b","G Hot Neptunian","Transit",14.8,3.95,59.9,971.489553461696,14.8,1343,4.37450250455373,0.2,"No"
"Kepler-552 b","G Hot Neptunian","Transit",14.8,3.95,308,971.489553461696,5.26,2751,3.89,0.18,"No"
"Kepler-178 d","G Hot Neptunian","Transit",14.8,3.95,3.93,971.489553461696,96.7,2335,11.3,0.4,"Yes"
"Kepler-1719 b","G Hot Neptunian","Transit",14.8,3.95,739,971.489553461696,6.15,2953,7.7,0.18,"No"
"AU Mic b","M Hot Neptunian","Transit",20.1,3.96,25,971.489553461696,8.46,31.7,0.019,0.22,"No"
"TOI-1422 b","G Hot Neptunian","Transit",9,3.96,95.8,971.489553461696,13,506,5.1,0.19,"No"
"HIP 41378 d","F Warm Neptunian","Transit",14.9,3.96,0.51,971.489553461696,1114,346,4.28,0.52,"Yes"
"Kepler-1405 b","G Hot Neptunian","Transit",14.9,3.96,33.3,971.489553461696,28.2,4991,3.63,0.21,"No"
"Kepler-149 d","G Hot Neptunian","Transit",14.9,3.96,2.33,971.489553461696,160,1862,14,0.49,"Yes"
"Kepler-976 b","K Hot Neptunian","Transit",14.9,3.96,2.45,971.489553461696,105,3302,4.68,0.48,"Yes"
"GJ 229 b","M Cold Neptunian","Radial Velocity",14.9,3.97,0.026,971.489553461696,579,18.8,0.4,0.21,"No"
"TOI-500 e","K Hot Neptunian","Radial Velocity",15.1,3.99,2.64,971.489553461696,61.3,154,5,0.47,"Yes"
"Kepler-27 b","G Hot Neptunian","Transit",2895,4,33.7,971.489553461696,15.3,3406,1.62,0.21,"No"
"Kepler-547 b","K Hot Neptunian","Transit",15.1,4,82.8,971.489553461696,6.01,1236,2.88,0.19,"No"
"HD 177565 b","G Hot Neptunian","Radial Velocity",15.1,4,14.6,971.489553461696,44.5,55.2,6.88,0.25,"No"
"Kepler-462 c","A Hot Neptunian","Transit",6,4,14.8,971.489553461696,207,1945,0.5,0.25,"No"
"Kepler-647 c","G Hot Neptunian","Transit",15.1,4,78.4,971.489553461696,29.7,3548,2.75,0.19,"No"
"Kepler-4 b","G Hot Neptunian","Transit",24.5,4,1086,971.489553461696,3.21,1591,4.5,0.18,"No"
"Kepler-359 d","F Hot Terran","Transit",2.7,4.01,5.78,446,77.1,4707,3.02,0.35,"Yes"
"Kepler-590 b","F Hot Neptunian","Transit",15.2,4.02,716,971.489553461696,5.85,4637,3.55,0.18,"No"
"Kepler-33 e","G Hot Neptunian","Transit",5.57,4.02,78.7,971.489553461696,31.8,3943,4.27,0.19,"No"
"Kepler-228 d","F Hot Neptunian","Transit",15.4,4.04,126,971.489553461696,11.1,5363,0.3,0.18,"No"
"BD-11 4672 c","K Hot Neptunian","Radial Velocity",15.4,4.04,1.9,971.489553461696,74.2,88.6,7.4,0.52,"Yes"
"KMT-2022-BLG-0440L b","Neptunian","Microlensing",15.4,4.05,842.853577881192,971.489553461696,79940.7559943925,11415,4.37450250455373,0.257026875699888,"No"
"Kepler-1771 b","G Hot Neptunian","Transit",15.5,4.05,5.56,971.489553461696,88.6,1845,0.8,0.35,"Yes"
"Kepler-258 b","K Hot Neptunian","Transit",15.5,4.06,25.1,971.489553461696,13.2,1878,13.7,0.22,"No"
"Kepler-302 b","G Hot Neptunian","Transit",15.5,4.06,30.1,971.489553461696,30.2,4574,0.5,0.21,"No"
"HD 190007 b","K Hot Neptunian","Radial Velocity",15.5,4.06,24.9,971.489553461696,11.7,41.5,1,0.22,"No"
"KMT-2019-BLG-0953L b","Neptunian","Microlensing",15.5,4.06,842.853577881192,971.489553461696,79940.7559943925,23483,4.37450250455373,0.257026875699888,"No"
"TOI-451 d","G Hot Neptunian","Transit",15.6,4.07,44.3,971.489553461696,16.4,403,0.12,0.2,"No"
"Kepler-248 c","K Hot Neptunian","Transit",15.6,4.07,25.2,971.489553461696,16.2,2409,2.34,0.22,"No"
"Kepler-278 b","K Hot Neptunian","Transit",15.6,4.07,97.4,971.489553461696,30.2,1444,7.76,0.19,"No"
"Kepler-82 b","G Hot Neptunian","Transit",12.2,4.07,23.1,971.489553461696,26.4,2949,4.68,0.22,"No"
"HD 140901 b","G Hot Neptunian","Radial Velocity",15.6,4.07,124,971.489553461696,9.02,49.7,3.2,0.18,"No"
"HD 125612 c","G Hot Neptunian","Radial Velocity",15.6,4.07,446,971.489553461696,4.15,187,1.77,0.18,"No"
"Kepler-473 b","G Hot Neptunian","Transit",15.6,4.08,238,971.489553461696,14.6,2954,6.92,0.18,"No"
"K2-79 b","G Hot Neptunian","Transit",9.2,4.09,109,971.489553461696,11,834,6.5,0.18,"No"
"Kepler-247 c","K Hot Neptunian","Transit",15.7,4.09,53.6,971.489553461696,9.44,2164,0.8,0.19,"No"
"Kepler-1732 b","G Hot Neptunian","Transit",15.7,4.1,48.7,971.489553461696,32.3,4205,2,0.2,"No"
"K2-19 c","G Hot Neptunian","Transit",10.8,4.1,53.7,971.489553461696,11.9,945,8,0.19,"No"
"KIC 8540376 b","F Hot Neptunian","Transit",15.8,4.1,46.5,971.489553461696,31.8,3497,4.37450250455373,0.2,"No"
"GJ 581 b","M Hot Neptunian","Radial Velocity",15.8,4.11,7.9,971.489553461696,5.37,20.5,4.3,0.3,"Yes"
"Kepler-815 b","K Hot Neptunian","Transit",15.8,4.11,912,971.489553461696,8.58,4107,4.9,0.17,"No"
"HD 156098 b","F Hot Neptunian","Radial Velocity",15.9,4.12,419,971.489553461696,21.9,157,4.37450250455373,0.17,"No"
"HD 77338 b","K Hot Neptunian","Radial Velocity",15.9,4.12,153,971.489553461696,5.74,149,4.37450250455373,0.18,"No"
"HD 4308 b","G Hot Neptunian","Radial Velocity",15.9,4.12,68.8,971.489553461696,15.6,71.8,4.3,0.19,"No"
"Kepler-1799 b","G Hot Neptunian","Transit",15.9,4.13,194,971.489553461696,11.9,7353,0.5,0.18,"No"
"Kepler-966 b","G Hot Neptunian","Transit",16,4.13,11.2,971.489553461696,99.7,3352,4.07,0.27,"No"
"Kepler-697 b","G Hot Neptunian","Transit",16,4.13,425,971.489553461696,3.71,4166,4.37,0.17,"No"
"HD 102365 b","G Hot Neptunian","Radial Velocity",16,4.14,4.41,971.489553461696,122,30.3,9,0.38,"Yes"
"GJ 687 c","M Cold Neptunian","Radial Velocity",16,4.14,0.017,971.489553461696,727,14.8,4.37450250455373,0.19,"No"
"TOI-1272 b","K Hot Neptunian","Transit",24.6,4.14,228,971.489553461696,3.32,448,3.65,0.18,"No"
"Kepler-1715 b","F Hot Neptunian","Transit",16,4.14,55.1,971.489553461696,35.6,1704,0.82,0.19,"No"
"Kepler-1993 b","K Hot Neptunian","Transit",16.1,4.15,158,971.489553461696,26.7,3365,4.37450250455373,0.18,"No"
"Kepler-315 c","G Warm Neptunian","Transit",16.1,4.15,1.61,971.489553461696,265,3785,4.9,0.54,"Yes"
"Kepler-421 b","G Cold Neptunian","Transit",16.1,4.16,0.27,971.489553461696,704,1136,4,0.41,"Yes"
"HD 164595 b","G Hot Neptunian","Radial Velocity",16.1,4.16,19.7,971.489553461696,40,92.2,7.12,0.23,"No"
"GJ 436 b","M Hot Neptunian","Radial Velocity",22.1,4.17,31,971.489553461696,2.64,31.8,6,0.21,"No"
"GJ 2056 b","M Warm Neptunian","Radial Velocity",16.2,4.17,2.24,971.489553461696,70,92.8,4.37450250455373,0.49,"Yes"
"Kepler-619 d","F Hot Neptunian","Transit",16.2,4.17,87.5,971.489553461696,11.7,2937,0.4,0.18,"No"
"Kepler-1326 b","F Hot Neptunian","Transit",16.3,4.18,44.3,971.489553461696,42.4,2277,1.7,0.2,"No"
"OGLE-2018-BLG-0506L b","Neptunian","Microlensing",16.3,4.18,842.853577881192,971.489553461696,79940.7559943925,18264,4.37450250455373,0.257026875699888,"No"
"K2-198 b","K Hot Neptunian","Transit",16.3,4.19,27.4,971.489553461696,17,360,4.37450250455373,0.21,"No"
"Kepler-11 e","G Hot Neptunian","Transit",8,4.19,34.7,971.489553461696,32,2108,8.5,0.2,"No"
"Kepler-610 b","G Hot Neptunian","Transit",16.3,4.19,150,971.489553461696,7,2758,3.55,0.18,"No"
"Kepler-458 c","F Hot Neptunian","Transit",16.4,4.2,261,971.489553461696,20.7,5201,3,0.17,"No"
"Kepler-549 d","G Hot Neptunian","Transit",16.4,4.2,19.9,971.489553461696,24.6,2071,8.6,0.23,"No"
"Kepler-149 b","G Hot Neptunian","Transit",16.5,4.21,22.5,971.489553461696,29.2,1862,14,0.22,"No"
"Kepler-953 b","G Hot Neptunian","Transit",16.5,4.21,4.95,971.489553461696,88.4,844,8.71,0.36,"Yes"
"Kepler-584 b","F Hot Neptunian","Transit",16.5,4.21,63.6,971.489553461696,35.2,6030,2.88,0.19,"No"
"Kepler-511 c","G Hot Neptunian","Transit",16.5,4.21,106,971.489553461696,26.6,2126,7.94,0.18,"No"
"GJ 4276 b","M Hot Neptunian","Radial Velocity",16.6,4.22,3.15,971.489553461696,13.4,69.6,6.9,0.43,"Yes"
"HD 28109 c","F Hot Neptunian","Transit",7.94,4.23,30.3,971.489553461696,56,455,1.1,0.21,"No"
"HD 219666 b","G Hot Neptunian","Transit",16.6,4.24,86.7,971.489553461696,6.04,307,10,0.18,"No"
"Kepler-164 e","G Hot Neptunian","Transit",16.7,4.24,8.01,971.489553461696,94.9,2905,0.62,0.3,"Yes"
"Kepler-230 b","G Hot Neptunian","Transit",16.8,4.26,11.7,971.489553461696,32.6,2416,1.8,0.26,"No"
"HD 34445 e","G Hot Neptunian","Radial Velocity",16.8,4.26,27.9,971.489553461696,49.2,150,8.5,0.21,"No"
"Kepler-1747 b","G Hot Neptunian","Transit",16.8,4.26,143,971.489553461696,6.23,4309,0.7,0.18,"No"
"HD 192310 b","K Hot Neptunian","Radial Velocity",16.9,4.27,3.79,971.489553461696,74.7,28.7,7.81,0.4,"Yes"
"Kepler-1995 b","K Hot Neptunian","Transit",16.9,4.28,2.62,971.489553461696,73.8,1941,4.37450250455373,0.46,"Yes"
"MOA-2011-BLG-262L b","Neptunian","Microlensing",17,4.29,842.853577881192,971.489553461696,79940.7559943925,23483,4.37450250455373,0.257026875699888,"No"
"Kepler-554 b","G Hot Neptunian","Transit",17,4.29,887,971.489553461696,1.9,2252,5.62,0.17,"No"
"Kepler-279 c","F Hot Neptunian","Transit",49.4,4.3,66.1,971.489553461696,35.7,3383,0.22,0.18,"No"
"Kepler-359 c","F Hot Terran","Transit",2.9,4.3,8.49,491,57.7,4707,3.02,0.29,"Yes"
"KOI-984 b","K Hot Neptunian","Transit",17.1,4.3,188,971.489553461696,4.29,824,1.3,0.17,"No"
"Kepler-38 b","G Hot Neptunian","Transit",122,4.3,14.5,971.489553461696,105,3830,10,0.24,"No"
"Kepler-501 b","G Hot Neptunian","Transit",17.1,4.3,418,971.489553461696,5.64,3670,3.31,0.17,"No"
"CoRoT-7 d","G Hot Neptunian","Radial Velocity",17.1,4.31,75.7,971.489553461696,8.97,521,1.8,0.18,"No"
"HD 109271 b","G Hot Neptunian","Radial Velocity",17.2,4.31,330,971.489553461696,7.85,182,7.3,0.17,"No"
"HD 204313 c","G Hot Neptunian","Radial Velocity",17.2,4.31,28.3,971.489553461696,35,155,3.38,0.21,"No"
"KOI-94 c","F Hot Neptunian","Transit",15.6,4.32,325,971.489553461696,10.4,1555,3.16,0.17,"No"
"GJ 687 b","M Warm Neptunian","Radial Velocity",17.2,4.32,0.81,971.489553461696,38.1,14.8,4.37450250455373,0.55,"Yes"
"Kepler-145 c","F Hot Neptunian","Transit",79.4,4.32,71.9,971.489553461696,42.9,1848,3.24,0.18,"No"
"HD 21693 c","G Hot Neptunian","Radial Velocity",17.4,4.34,9.29,971.489553461696,53.7,108,4.37450250455373,0.28,"No"
"TOI-470 b","G Hot Neptunian","Transit",17.4,4.34,31,971.489553461696,12.2,425,1.4,0.2,"No"
"K2-245 b","G Hot Neptunian","Transit",17.4,4.34,161,971.489553461696,11.9,1487,4.37450250455373,0.17,"No"
"Kepler-413 b","K Hot Neptunian","Transit",67,4.35,2.96,971.489553461696,66.3,2764,4.37450250455373,0.44,"Yes"
"Kepler-1668 b","G Hot Neptunian","Transit",17.4,4.35,57.2,971.489553461696,15.4,4356,4.37450250455373,0.19,"No"
"HD 106315 c","F Hot Neptunian","Transit",15.2,4.35,107,971.489553461696,21.1,356,4.48,0.18,"No"
